match_id,tournament_name,year,stage_name,match_date,home_team_name,away_team_name,home_team_score,away_team_score,result
965,2014 FIFA Men's World Cup,2014,group stage,2014-06-16 00:00:00,Iran,Nigeria,0,0,draw
966,2014 FIFA Men's World Cup,2014,group stage,2014-06-16 00:00:00,Ghana,United States,1,2,away team win
967,2014 FIFA Men's World Cup,2014,group stage,2014-06-17 00:00:00,Belgium,Algeria,2,1,home team win
968,2014 FIFA Men's World Cup,2014,group stage,2014-06-17 00:00:00,Brazil,Mexico,0,0,draw
969,2014 FIFA Men's World Cup,2014,group stage,2014-06-17 00:00:00,Russia,South Korea,1,1,draw
970,2014 FIFA Men's World Cup,2014,group stage,2014-06-18 00:00:00,Australia,Netherlands,2,3,away team win
971,2014 FIFA Men's World Cup,2014,group stage,2014-06-18 00:00:00,Spain,Chile,0,2,away team win
972,2014 FIFA Men's World Cup,2014,group stage,2014-06-18 00:00:00,Cameroon,Croatia,0,4,away team win
975,2014 FIFA Men's World Cup,2014,group stage,2014-06-19 00:00:00,Japan,Greece,0,0,draw
973,2014 FIFA Men's World Cup,2014,group stage,2014-06-19 00:00:00,Colombia,Ivory Coast,2,1,home team win
974,2014 FIFA Men's World Cup,2014,group stage,2014-06-19 00:00:00,Uruguay,England,2,1,home team win
978,2014 FIFA Men's World Cup,2014,group stage,2014-06-20 00:00:00,Honduras,Ecuador,1,2,away team win
976,2014 FIFA Men's World Cup,2014,group stage,2014-06-20 00:00:00,Italy,Costa Rica,0,1,away team win
977,2014 FIFA Men's World Cup,2014,group stage,2014-06-20 00:00:00,Switzerland,France,2,5,away team win
979,2014 FIFA Men's World Cup,2014,group stage,2014-06-21 00:00:00,Argentina,Iran,1,0,home team win
980,2014 FIFA Men's World Cup,2014,group stage,2014-06-21 00:00:00,Germany,Ghana,2,2,draw
981,2014 FIFA Men's World Cup,2014,group stage,2014-06-21 00:00:00,Nigeria,Bosnia and Herzegovina,1,0,home team win
982,2014 FIFA Men's World Cup,2014,group stage,2014-06-22 00:00:00,Belgium,Russia,1,0,home team win
983,2014 FIFA Men's World Cup,2014,group stage,2014-06-22 00:00:00,South Korea,Algeria,2,4,away team win
984,2014 FIFA Men's World Cup,2014,group stage,2014-06-22 00:00:00,United States,Portugal,2,2,draw
987,2014 FIFA Men's World Cup,2014,group stage,2014-06-23 00:00:00,Cameroon,Brazil,1,4,away team win
985,2014 FIFA Men's World Cup,2014,group stage,2014-06-23 00:00:00,Australia,Spain,0,3,away team win
986,2014 FIFA Men's World Cup,2014,group stage,2014-06-23 00:00:00,Netherlands,Chile,2,0,home team win
988,2014 FIFA Men's World Cup,2014,group stage,2014-06-23 00:00:00,Croatia,Mexico,1,3,away team win
992,2014 FIFA Men's World Cup,2014,group stage,2014-06-24 00:00:00,Greece,Ivory Coast,2,1,home team win
991,2014 FIFA Men's World Cup,2014,group stage,2014-06-24 00:00:00,Japan,Colombia,1,4,away team win
990,2014 FIFA Men's World Cup,2014,group stage,2014-06-24 00:00:00,Italy,Uruguay,0,1,away team win
989,2014 FIFA Men's World Cup,2014,group stage,2014-06-24 00:00:00,Costa Rica,England,0,0,draw
993,2014 FIFA Men's World Cup,2014,group stage,2014-06-25 00:00:00,Bosnia and Herzegovina,Iran,3,1,home team win
994,2014 FIFA Men's World Cup,2014,group stage,2014-06-25 00:00:00,Nigeria,Argentina,2,3,away team win
995,2014 FIFA Men's World Cup,2014,group stage,2014-06-25 00:00:00,Honduras,Switzerland,0,3,away team win
996,2014 FIFA Men's World Cup,2014,group stage,2014-06-25 00:00:00,Ecuador,France,0,0,draw
997,2014 FIFA Men's World Cup,2014,group stage,2014-06-26 00:00:00,Portugal,Ghana,2,1,home team win
998,2014 FIFA Men's World Cup,2014,group stage,2014-06-26 00:00:00,United States,Germany,0,1,away team win
999,2014 FIFA Men's World Cup,2014,group stage,2014-06-26 00:00:00,Algeria,Russia,1,1,draw
1000,2014 FIFA Men's World Cup,2014,group stage,2014-06-26 00:00:00,South Korea,Belgium,0,1,away team win
1001,2014 FIFA Men's World Cup,2014,round of 16,2014-06-28 00:00:00,Brazil,Chile,1,1,home team win
1002,2014 FIFA Men's World Cup,2014,round of 16,2014-06-28 00:00:00,Colombia,Uruguay,2,0,home team win
1003,2014 FIFA Men's World Cup,2014,round of 16,2014-06-29 00:00:00,Netherlands,Mexico,2,1,home team win
1004,2014 FIFA Men's World Cup,2014,round of 16,2014-06-29 00:00:00,Costa Rica,Greece,1,1,home team win
1006,2014 FIFA Men's World Cup,2014,round of 16,2014-06-30 00:00:00,Germany,Algeria,2,1,home team win
1005,2014 FIFA Men's World Cup,2014,round of 16,2014-06-30 00:00:00,France,Nigeria,2,0,home team win
1007,2014 FIFA Men's World Cup,2014,round of 16,2014-07-01 00:00:00,Argentina,Switzerland,1,0,home team win
1008,2014 FIFA Men's World Cup,2014,round of 16,2014-07-01 00:00:00,Belgium,United States,2,1,home team win
1009,2014 FIFA Men's World Cup,2014,quarter-finals,2014-07-04 00:00:00,France,Germany,0,1,away team win
1010,2014 FIFA Men's World Cup,2014,quarter-finals,2014-07-04 00:00:00,Brazil,Colombia,2,1,home team win
1011,2014 FIFA Men's World Cup,2014,quarter-finals,2014-07-05 00:00:00,Argentina,Belgium,1,0,home team win
1012,2014 FIFA Men's World Cup,2014,quarter-finals,2014-07-05 00:00:00,Netherlands,Costa Rica,0,0,home team win
1013,2014 FIFA Men's World Cup,2014,semi-finals,2014-07-08 00:00:00,Brazil,Germany,1,7,away team win
1014,2014 FIFA Men's World Cup,2014,semi-finals,2014-07-09 00:00:00,Netherlands,Argentina,0,0,away team win
1015,2014 FIFA Men's World Cup,2014,third-place match,2014-07-12 00:00:00,Brazil,Netherlands,0,3,away team win
1016,2014 FIFA Men's World Cup,2014,final,2014-07-13 00:00:00,Germany,Argentina,1,0,home team win
1069,2018 FIFA Men's World Cup,2018,group stage,2018-06-14 00:00:00,Russia,Saudi Arabia,5,0,home team win
1071,2018 FIFA Men's World Cup,2018,group stage,2018-06-15 00:00:00,Morocco,Iran,0,1,away team win
1072,2018 FIFA Men's World Cup,2018,group stage,2018-06-15 00:00:00,Portugal,Spain,3,3,draw
1070,2018 FIFA Men's World Cup,2018,group stage,2018-06-15 00:00:00,Egypt,Uruguay,0,1,away team win
1075,2018 FIFA Men's World Cup,2018,group stage,2018-06-16 00:00:00,Peru,Denmark,0,1,away team win
1076,2018 FIFA Men's World Cup,2018,group stage,2018-06-16 00:00:00,Croatia,Nigeria,2,0,home team win
1073,2018 FIFA Men's World Cup,2018,group stage,2018-06-16 00:00:00,France,Australia,2,1,home team win
1074,2018 FIFA Men's World Cup,2018,group stage,2018-06-16 00:00:00,Argentina,Iceland,1,1,draw
1077,2018 FIFA Men's World Cup,2018,group stage,2018-06-17 00:00:00,Costa Rica,Serbia,0,1,away team win
1078,2018 FIFA Men's World Cup,2018,group stage,2018-06-17 00:00:00,Germany,Mexico,0,1,away team win
1079,2018 FIFA Men's World Cup,2018,group stage,2018-06-17 00:00:00,Brazil,Switzerland,1,1,draw
1080,2018 FIFA Men's World Cup,2018,group stage,2018-06-18 00:00:00,Sweden,South Korea,1,0,home team win
1081,2018 FIFA Men's World Cup,2018,group stage,2018-06-18 00:00:00,Belgium,Panama,3,0,home team win
1082,2018 FIFA Men's World Cup,2018,group stage,2018-06-18 00:00:00,Tunisia,England,1,2,away team win
1083,2018 FIFA Men's World Cup,2018,group stage,2018-06-19 00:00:00,Colombia,Japan,1,2,away team win
1084,2018 FIFA Men's World Cup,2018,group stage,2018-06-19 00:00:00,Poland,Senegal,1,2,away team win
1085,2018 FIFA Men's World Cup,2018,group stage,2018-06-19 00:00:00,Russia,Egypt,3,1,home team win
1086,2018 FIFA Men's World Cup,2018,group stage,2018-06-20 00:00:00,Portugal,Morocco,1,0,home team win
1087,2018 FIFA Men's World Cup,2018,group stage,2018-06-20 00:00:00,Uruguay,Saudi Arabia,1,0,home team win
1088,2018 FIFA Men's World Cup,2018,group stage,2018-06-20 00:00:00,Iran,Spain,0,1,away team win
1091,2018 FIFA Men's World Cup,2018,group stage,2018-06-21 00:00:00,Argentina,Croatia,0,3,away team win
1089,2018 FIFA Men's World Cup,2018,group stage,2018-06-21 00:00:00,Denmark,Australia,1,1,draw
1090,2018 FIFA Men's World Cup,2018,group stage,2018-06-21 00:00:00,France,Peru,1,0,home team win
1092,2018 FIFA Men's World Cup,2018,group stage,2018-06-22 00:00:00,Brazil,Costa Rica,2,0,home team win
1093,2018 FIFA Men's World Cup,2018,group stage,2018-06-22 00:00:00,Nigeria,Iceland,2,0,home team win
1094,2018 FIFA Men's World Cup,2018,group stage,2018-06-22 00:00:00,Serbia,Switzerland,1,2,away team win
1095,2018 FIFA Men's World Cup,2018,group stage,2018-06-23 00:00:00,Belgium,Tunisia,5,2,home team win
1096,2018 FIFA Men's World Cup,2018,group stage,2018-06-23 00:00:00,South Korea,Mexico,1,2,away team win
1097,2018 FIFA Men's World Cup,2018,group stage,2018-06-23 00:00:00,Germany,Sweden,2,1,home team win
1100,2018 FIFA Men's World Cup,2018,group stage,2018-06-24 00:00:00,Poland,Colombia,0,3,away team win
1098,2018 FIFA Men's World Cup,2018,group stage,2018-06-24 00:00:00,England,Panama,6,1,home team win
1099,2018 FIFA Men's World Cup,2018,group stage,2018-06-24 00:00:00,Japan,Senegal,2,2,draw
1103,2018 FIFA Men's World Cup,2018,group stage,2018-06-25 00:00:00,Spain,Morocco,2,2,draw
1104,2018 FIFA Men's World Cup,2018,group stage,2018-06-25 00:00:00,Iran,Portugal,1,1,draw
1101,2018 FIFA Men's World Cup,2018,group stage,2018-06-25 00:00:00,Saudi Arabia,Egypt,2,1,home team win
1102,2018 FIFA Men's World Cup,2018,group stage,2018-06-25 00:00:00,Uruguay,Russia,3,0,home team win
1108,2018 FIFA Men's World Cup,2018,group stage,2018-06-26 00:00:00,Nigeria,Argentina,1,2,away team win
1107,2018 FIFA Men's World Cup,2018,group stage,2018-06-26 00:00:00,Iceland,Croatia,1,2,away team win
1105,2018 FIFA Men's World Cup,2018,group stage,2018-06-26 00:00:00,Australia,Peru,0,2,away team win
1106,2018 FIFA Men's World Cup,2018,group stage,2018-06-26 00:00:00,Denmark,France,0,0,draw
1109,2018 FIFA Men's World Cup,2018,group stage,2018-06-27 00:00:00,South Korea,Germany,2,0,home team win
1110,2018 FIFA Men's World Cup,2018,group stage,2018-06-27 00:00:00,Mexico,Sweden,0,3,away team win
1111,2018 FIFA Men's World Cup,2018,group stage,2018-06-27 00:00:00,Serbia,Brazil,0,2,away team win
1112,2018 FIFA Men's World Cup,2018,group stage,2018-06-27 00:00:00,Switzerland,Costa Rica,2,2,draw
1113,2018 FIFA Men's World Cup,2018,group stage,2018-06-28 00:00:00,Japan,Poland,0,1,away team win
1114,2018 FIFA Men's World Cup,2018,group stage,2018-06-28 00:00:00,Senegal,Colombia,0,1,away team win
1115,2018 FIFA Men's World Cup,2018,group stage,2018-06-28 00:00:00,England,Belgium,0,1,away team win
1116,2018 FIFA Men's World Cup,2018,group stage,2018-06-28 00:00:00,Panama,Tunisia,1,2,away team win
1118,2018 FIFA Men's World Cup,2018,round of 16,2018-06-30 00:00:00,Uruguay,Portugal,2,1,home team win
1117,2018 FIFA Men's World Cup,2018,round of 16,2018-06-30 00:00:00,France,Argentina,4,3,home team win
1119,2018 FIFA Men's World Cup,2018,round of 16,2018-07-01 00:00:00,Spain,Russia,1,1,away team win
1120,2018 FIFA Men's World Cup,2018,round of 16,2018-07-01 00:00:00,Croatia,Denmark,1,1,home team win
1122,2018 FIFA Men's World Cup,2018,round of 16,2018-07-02 00:00:00,Belgium,Japan,3,2,home team win
1121,2018 FIFA Men's World Cup,2018,round of 16,2018-07-02 00:00:00,Brazil,Mexico,2,0,home team win
1123,2018 FIFA Men's World Cup,2018,round of 16,2018-07-03 00:00:00,Sweden,Switzerland,1,0,home team win
1124,2018 FIFA Men's World Cup,2018,round of 16,2018-07-03 00:00:00,Colombia,England,1,1,away team win
1125,2018 FIFA Men's World Cup,2018,quarter-finals,2018-07-06 00:00:00,Uruguay,France,0,2,away team win
1126,2018 FIFA Men's World Cup,2018,quarter-finals,2018-07-06 00:00:00,Brazil,Belgium,1,2,away team win
1127,2018 FIFA Men's World Cup,2018,quarter-finals,2018-07-07 00:00:00,Sweden,England,0,2,away team win
1128,2018 FIFA Men's World Cup,2018,quarter-finals,2018-07-07 00:00:00,Russia,Croatia,2,2,away team win
1129,2018 FIFA Men's World Cup,2018,semi-finals,2018-07-10 00:00:00,France,Belgium,1,0,home team win
1130,2018 FIFA Men's World Cup,2018,semi-finals,2018-07-11 00:00:00,Croatia,England,2,1,home team win
1131,2018 FIFA Men's World Cup,2018,third-place match,2018-07-14 00:00:00,Belgium,England,2,0,home team win
1132,2018 FIFA Men's World Cup,2018,final,2018-07-15 00:00:00,France,Croatia,4,2,home team win
1185,2022 FIFA Men's World Cup,2022,group stage,2022-11-20 00:00:00,Qatar,Ecuador,0,2,away team win
1188,2022 FIFA Men's World Cup,2022,group stage,2022-11-21 00:00:00,United States,Wales,1,1,draw
1186,2022 FIFA Men's World Cup,2022,group stage,2022-11-21 00:00:00,England,Iran,6,2,home team win
1187,2022 FIFA Men's World Cup,2022,group stage,2022-11-21 00:00:00,Senegal,Netherlands,0,2,away team win
1189,2022 FIFA Men's World Cup,2022,group stage,2022-11-22 00:00:00,Argentina,Saudi Arabia,1,2,away team win
1190,2022 FIFA Men's World Cup,2022,group stage,2022-11-22 00:00:00,Denmark,Tunisia,0,0,draw
1191,2022 FIFA Men's World Cup,2022,group stage,2022-11-22 00:00:00,Mexico,Poland,0,0,draw
1192,2022 FIFA Men's World Cup,2022,group stage,2022-11-22 00:00:00,France,Australia,4,1,home team win
1193,2022 FIFA Men's World Cup,2022,group stage,2022-11-23 00:00:00,Morocco,Croatia,0,0,draw
1194,2022 FIFA Men's World Cup,2022,group stage,2022-11-23 00:00:00,Germany,Japan,1,2,away team win
1195,2022 FIFA Men's World Cup,2022,group stage,2022-11-23 00:00:00,Spain,Costa Rica,7,0,home team win
1196,2022 FIFA Men's World Cup,2022,group stage,2022-11-23 00:00:00,Belgium,Canada,1,0,home team win
1200,2022 FIFA Men's World Cup,2022,group stage,2022-11-24 00:00:00,Brazil,Serbia,2,0,home team win
1197,2022 FIFA Men's World Cup,2022,group stage,2022-11-24 00:00:00,Switzerland,Cameroon,1,0,home team win
1198,2022 FIFA Men's World Cup,2022,group stage,2022-11-24 00:00:00,Uruguay,South Korea,0,0,draw
1199,2022 FIFA Men's World Cup,2022,group stage,2022-11-24 00:00:00,Portugal,Ghana,3,2,home team win
1204,2022 FIFA Men's World Cup,2022,group stage,2022-11-25 00:00:00,England,United States,0,0,draw
1203,2022 FIFA Men's World Cup,2022,group stage,2022-11-25 00:00:00,Netherlands,Ecuador,1,1,draw
1201,2022 FIFA Men's World Cup,2022,group stage,2022-11-25 00:00:00,Wales,Iran,0,2,away team win
1202,2022 FIFA Men's World Cup,2022,group stage,2022-11-25 00:00:00,Qatar,Senegal,1,3,away team win
1205,2022 FIFA Men's World Cup,2022,group stage,2022-11-26 00:00:00,Tunisia,Australia,0,1,away team win
1206,2022 FIFA Men's World Cup,2022,group stage,2022-11-26 00:00:00,Poland,Saudi Arabia,2,0,home team win
1207,2022 FIFA Men's World Cup,2022,group stage,2022-11-26 00:00:00,France,Denmark,2,1,home team win
1208,2022 FIFA Men's World Cup,2022,group stage,2022-11-26 00:00:00,Argentina,Mexico,2,0,home team win
1212,2022 FIFA Men's World Cup,2022,group stage,2022-11-27 00:00:00,Spain,Germany,1,1,draw
1209,2022 FIFA Men's World Cup,2022,group stage,2022-11-27 00:00:00,Japan,Costa Rica,0,1,away team win
1210,2022 FIFA Men's World Cup,2022,group stage,2022-11-27 00:00:00,Belgium,Morocco,0,2,away team win
1211,2022 FIFA Men's World Cup,2022,group stage,2022-11-27 00:00:00,Croatia,Canada,4,1,home team win
1215,2022 FIFA Men's World Cup,2022,group stage,2022-11-28 00:00:00,Brazil,Switzerland,1,0,home team win
1216,2022 FIFA Men's World Cup,2022,group stage,2022-11-28 00:00:00,Portugal,Uruguay,2,0,home team win
1213,2022 FIFA Men's World Cup,2022,group stage,2022-11-28 00:00:00,Cameroon,Serbia,3,3,draw
1214,2022 FIFA Men's World Cup,2022,group stage,2022-11-28 00:00:00,South Korea,Ghana,2,3,away team win
1220,2022 FIFA Men's World Cup,2022,group stage,2022-11-29 00:00:00,Wales,England,0,3,away team win
1219,2022 FIFA Men's World Cup,2022,group stage,2022-11-29 00:00:00,Iran,United States,0,1,away team win
1217,2022 FIFA Men's World Cup,2022,group stage,2022-11-29 00:00:00,Ecuador,Senegal,1,2,away team win
1218,2022 FIFA Men's World Cup,2022,group stage,2022-11-29 00:00:00,Netherlands,Qatar,2,0,home team win
1221,2022 FIFA Men's World Cup,2022,group stage,2022-11-30 00:00:00,Australia,Denmark,1,0,home team win
1222,2022 FIFA Men's World Cup,2022,group stage,2022-11-30 00:00:00,Tunisia,France,1,0,home team win
1223,2022 FIFA Men's World Cup,2022,group stage,2022-11-30 00:00:00,Poland,Argentina,0,2,away team win
1224,2022 FIFA Men's World Cup,2022,group stage,2022-11-30 00:00:00,Saudi Arabia,Mexico,1,2,away team win
1225,2022 FIFA Men's World Cup,2022,group stage,2022-12-01 00:00:00,Canada,Morocco,1,2,away team win
1226,2022 FIFA Men's World Cup,2022,group stage,2022-12-01 00:00:00,Croatia,Belgium,0,0,draw
1227,2022 FIFA Men's World Cup,2022,group stage,2022-12-01 00:00:00,Costa Rica,Germany,2,4,away team win
1228,2022 FIFA Men's World Cup,2022,group stage,2022-12-01 00:00:00,Japan,Spain,2,1,home team win
1232,2022 FIFA Men's World Cup,2022,group stage,2022-12-02 00:00:00,Serbia,Switzerland,2,3,away team win
1231,2022 FIFA Men's World Cup,2022,group stage,2022-12-02 00:00:00,Cameroon,Brazil,1,0,home team win
1229,2022 FIFA Men's World Cup,2022,group stage,2022-12-02 00:00:00,Ghana,Uruguay,0,2,away team win
1230,2022 FIFA Men's World Cup,2022,group stage,2022-12-02 00:00:00,South Korea,Portugal,2,1,home team win
1233,2022 FIFA Men's World Cup,2022,round of 16,2022-12-03 00:00:00,Netherlands,United States,3,1,home team win
1234,2022 FIFA Men's World Cup,2022,round of 16,2022-12-03 00:00:00,Argentina,Australia,2,1,home team win
1235,2022 FIFA Men's World Cup,2022,round of 16,2022-12-04 00:00:00,France,Poland,3,1,home team win
1236,2022 FIFA Men's World Cup,2022,round of 16,2022-12-04 00:00:00,England,Senegal,3,0,home team win
1237,2022 FIFA Men's World Cup,2022,round of 16,2022-12-05 00:00:00,Japan,Croatia,1,1,away team win
1238,2022 FIFA Men's World Cup,2022,round of 16,2022-12-05 00:00:00,Brazil,South Korea,4,1,home team win
1239,2022 FIFA Men's World Cup,2022,round of 16,2022-12-06 00:00:00,Morocco,Spain,0,0,home team win
1240,2022 FIFA Men's World Cup,2022,round of 16,2022-12-06 00:00:00,Portugal,Switzerland,6,1,home team win
1241,2022 FIFA Men's World Cup,2022,quarter-finals,2022-12-09 00:00:00,Croatia,Brazil,1,1,home team win
1242,2022 FIFA Men's World Cup,2022,quarter-finals,2022-12-09 00:00:00,Netherlands,Argentina,2,2,away team win
1243,2022 FIFA Men's World Cup,2022,quarter-finals,2022-12-10 00:00:00,Morocco,Portugal,1,0,home team win
1244,2022 FIFA Men's World Cup,2022,quarter-finals,2022-12-10 00:00:00,England,France,1,2,away team win
1245,2022 FIFA Men's World Cup,2022,semi-finals,2022-12-13 00:00:00,Argentina,Croatia,3,0,home team win
1246,2022 FIFA Men's World Cup,2022,semi-finals,2022-12-14 00:00:00,France,Morocco,2,0,home team win
1247,2022 FIFA Men's World Cup,2022,third-place match,2022-12-17 00:00:00,Croatia,Morocco,2,1,home team win
1248,2022 FIFA Men's World Cup,2022,final,2022-12-18 00:00:00,Argentina,France,3,3,home team win
