match_id,tournament_name,year,stage_name,match_date,home_team_name,away_team_name,home_team_score,away_team_score,result
1,1930 FIFA Men's World Cup,1930,group stage,1930-07-13 00:00:00,France,Mexico,4,1,home team win
2,1930 FIFA Men's World Cup,1930,group stage,1930-07-13 00:00:00,United States,Belgium,3,0,home team win
3,1930 FIFA Men's World Cup,1930,group stage,1930-07-14 00:00:00,Yugoslavia,Brazil,2,1,home team win
4,1930 FIFA Men's World Cup,1930,group stage,1930-07-14 00:00:00,Romania,Peru,3,1,home team win
5,1930 FIFA Men's World Cup,1930,group stage,1930-07-15 00:00:00,Argentina,France,1,0,home team win
6,1930 FIFA Men's World Cup,1930,group stage,1930-07-16 00:00:00,Chile,Mexico,3,0,home team win
7,1930 FIFA Men's World Cup,1930,group stage,1930-07-17 00:00:00,Yugoslavia,Bolivia,4,0,home team win
8,1930 FIFA Men's World Cup,1930,group stage,1930-07-17 00:00:00,United States,Paraguay,3,0,home team win
9,1930 FIFA Men's World Cup,1930,group stage,1930-07-18 00:00:00,Uruguay,Peru,1,0,home team win
10,1930 FIFA Men's World Cup,1930,group stage,1930-07-19 00:00:00,Chile,France,1,0,home team win
11,1930 FIFA Men's World Cup,1930,group stage,1930-07-19 00:00:00,Argentina,Mexico,6,3,home team win
12,1930 FIFA Men's World Cup,1930,group stage,1930-07-20 00:00:00,Brazil,Bolivia,4,0,home team win
13,1930 FIFA Men's World Cup,1930,group stage,1930-07-20 00:00:00,Paraguay,Belgium,1,0,home team win
14,1930 FIFA Men's World Cup,1930,group stage,1930-07-21 00:00:00,Uruguay,Romania,4,0,home team win
15,1930 FIFA Men's World Cup,1930,group stage,1930-07-22 00:00:00,Argentina,Chile,3,1,home team win
16,1930 FIFA Men's World Cup,1930,semi-finals,1930-07-26 00:00:00,Argentina,United States,6,1,home team win
17,1930 FIFA Men's World Cup,1930,semi-finals,1930-07-27 00:00:00,Uruguay,Yugoslavia,6,1,home team win
18,1930 FIFA Men's World Cup,1930,final,1930-07-30 00:00:00,Uruguay,Argentina,4,2,home team win
19,1934 FIFA Men's World Cup,1934,round of 16,1934-05-27 00:00:00,Austria,France,3,2,home team win
20,1934 FIFA Men's World Cup,1934,round of 16,1934-05-27 00:00:00,Czechoslovakia,Romania,2,1,home team win
21,1934 FIFA Men's World Cup,1934,round of 16,1934-05-27 00:00:00,Germany,Belgium,5,2,home team win
22,1934 FIFA Men's World Cup,1934,round of 16,1934-05-27 00:00:00,Hungary,Egypt,4,2,home team win
23,1934 FIFA Men's World Cup,1934,round of 16,1934-05-27 00:00:00,Italy,United States,7,1,home team win
24,1934 FIFA Men's World Cup,1934,round of 16,1934-05-27 00:00:00,Spain,Brazil,3,1,home team win
25,1934 FIFA Men's World Cup,1934,round of 16,1934-05-27 00:00:00,Sweden,Argentina,3,2,home team win
26,1934 FIFA Men's World Cup,1934,round of 16,1934-05-27 00:00:00,Switzerland,Netherlands,3,2,home team win
30,1934 FIFA Men's World Cup,1934,quarter-finals,1934-05-31 00:00:00,Italy,Spain,1,1,draw
29,1934 FIFA Men's World Cup,1934,quarter-finals,1934-05-31 00:00:00,Germany,Sweden,2,1,home team win
27,1934 FIFA Men's World Cup,1934,quarter-finals,1934-05-31 00:00:00,Austria,Hungary,2,1,home team win
28,1934 FIFA Men's World Cup,1934,quarter-finals,1934-05-31 00:00:00,Czechoslovakia,Switzerland,3,2,home team win
32,1934 FIFA Men's World Cup,1934,semi-finals,1934-06-03 00:00:00,Czechoslovakia,Germany,3,1,home team win
33,1934 FIFA Men's World Cup,1934,semi-finals,1934-06-03 00:00:00,Italy,Austria,1,0,home team win
34,1934 FIFA Men's World Cup,1934,third-place match,1934-06-07 00:00:00,Germany,Austria,3,2,home team win
35,1934 FIFA Men's World Cup,1934,final,1934-06-10 00:00:00,Italy,Czechoslovakia,2,1,home team win
36,1938 FIFA Men's World Cup,1938,round of 16,1938-06-04 00:00:00,Switzerland,Germany,1,1,draw
42,1938 FIFA Men's World Cup,1938,round of 16,1938-06-05 00:00:00,Czechoslovakia,Netherlands,3,0,home team win
37,1938 FIFA Men's World Cup,1938,round of 16,1938-06-05 00:00:00,Cuba,Romania,3,3,draw
38,1938 FIFA Men's World Cup,1938,round of 16,1938-06-05 00:00:00,France,Belgium,3,1,home team win
39,1938 FIFA Men's World Cup,1938,round of 16,1938-06-05 00:00:00,Hungary,Dutch East Indies,6,0,home team win
40,1938 FIFA Men's World Cup,1938,round of 16,1938-06-05 00:00:00,Italy,Norway,2,1,home team win
41,1938 FIFA Men's World Cup,1938,round of 16,1938-06-05 00:00:00,Brazil,Poland,6,5,home team win
48,1938 FIFA Men's World Cup,1938,quarter-finals,1938-06-12 00:00:00,Sweden,Cuba,8,0,home team win
47,1938 FIFA Men's World Cup,1938,quarter-finals,1938-06-12 00:00:00,Italy,France,3,1,home team win
46,1938 FIFA Men's World Cup,1938,quarter-finals,1938-06-12 00:00:00,Hungary,Switzerland,2,0,home team win
45,1938 FIFA Men's World Cup,1938,quarter-finals,1938-06-12 00:00:00,Brazil,Czechoslovakia,1,1,draw
50,1938 FIFA Men's World Cup,1938,semi-finals,1938-06-16 00:00:00,Hungary,Sweden,5,1,home team win
51,1938 FIFA Men's World Cup,1938,semi-finals,1938-06-16 00:00:00,Italy,Brazil,2,1,home team win
52,1938 FIFA Men's World Cup,1938,third-place match,1938-06-19 00:00:00,Brazil,Sweden,4,2,home team win
53,1938 FIFA Men's World Cup,1938,final,1938-06-19 00:00:00,Italy,Hungary,4,2,home team win
54,1950 FIFA Men's World Cup,1950,group stage,1950-06-24 00:00:00,Brazil,Mexico,4,0,home team win
57,1950 FIFA Men's World Cup,1950,group stage,1950-06-25 00:00:00,Spain,United States,3,1,home team win
55,1950 FIFA Men's World Cup,1950,group stage,1950-06-25 00:00:00,Yugoslavia,Switzerland,3,0,home team win
56,1950 FIFA Men's World Cup,1950,group stage,1950-06-25 00:00:00,England,Chile,2,0,home team win
58,1950 FIFA Men's World Cup,1950,group stage,1950-06-25 00:00:00,Sweden,Italy,3,2,home team win
60,1950 FIFA Men's World Cup,1950,group stage,1950-06-28 00:00:00,Yugoslavia,Mexico,4,1,home team win
59,1950 FIFA Men's World Cup,1950,group stage,1950-06-28 00:00:00,Brazil,Switzerland,2,2,draw
63,1950 FIFA Men's World Cup,1950,group stage,1950-06-29 00:00:00,Sweden,Paraguay,2,2,draw
62,1950 FIFA Men's World Cup,1950,group stage,1950-06-29 00:00:00,United States,England,1,0,home team win
61,1950 FIFA Men's World Cup,1950,group stage,1950-06-29 00:00:00,Spain,Chile,2,0,home team win
64,1950 FIFA Men's World Cup,1950,group stage,1950-07-01 00:00:00,Brazil,Yugoslavia,2,0,home team win
65,1950 FIFA Men's World Cup,1950,group stage,1950-07-02 00:00:00,Chile,United States,5,2,home team win
66,1950 FIFA Men's World Cup,1950,group stage,1950-07-02 00:00:00,Spain,England,1,0,home team win
67,1950 FIFA Men's World Cup,1950,group stage,1950-07-02 00:00:00,Italy,Paraguay,2,0,home team win
68,1950 FIFA Men's World Cup,1950,group stage,1950-07-02 00:00:00,Uruguay,Bolivia,8,0,home team win
69,1950 FIFA Men's World Cup,1950,group stage,1950-07-02 00:00:00,Switzerland,Mexico,2,1,home team win
70,1950 FIFA Men's World Cup,1950,final round,1950-07-09 00:00:00,Brazil,Sweden,7,1,home team win
71,1950 FIFA Men's World Cup,1950,final round,1950-07-09 00:00:00,Uruguay,Spain,2,2,draw
72,1950 FIFA Men's World Cup,1950,final round,1950-07-13 00:00:00,Brazil,Spain,6,1,home team win
73,1950 FIFA Men's World Cup,1950,final round,1950-07-13 00:00:00,Uruguay,Sweden,3,2,home team win
75,1950 FIFA Men's World Cup,1950,final round,1950-07-16 00:00:00,Uruguay,Brazil,2,1,home team win
74,1950 FIFA Men's World Cup,1950,final round,1950-07-16 00:00:00,Sweden,Spain,3,1,home team win
76,1954 FIFA Men's World Cup,1954,group stage,1954-06-16 00:00:00,Brazil,Mexico,5,0,home team win
77,1954 FIFA Men's World Cup,1954,group stage,1954-06-16 00:00:00,Yugoslavia,France,1,0,home team win
78,1954 FIFA Men's World Cup,1954,group stage,1954-06-16 00:00:00,Austria,Scotland,1,0,home team win
79,1954 FIFA Men's World Cup,1954,group stage,1954-06-16 00:00:00,Uruguay,Czechoslovakia,2,0,home team win
80,1954 FIFA Men's World Cup,1954,group stage,1954-06-17 00:00:00,Switzerland,Italy,2,1,home team win
81,1954 FIFA Men's World Cup,1954,group stage,1954-06-17 00:00:00,Hungary,South Korea,9,0,home team win
82,1954 FIFA Men's World Cup,1954,group stage,1954-06-17 00:00:00,West Germany,Turkey,4,1,home team win
83,1954 FIFA Men's World Cup,1954,group stage,1954-06-17 00:00:00,England,Belgium,4,4,draw
87,1954 FIFA Men's World Cup,1954,group stage,1954-06-19 00:00:00,France,Mexico,3,2,home team win
84,1954 FIFA Men's World Cup,1954,group stage,1954-06-19 00:00:00,Uruguay,Scotland,7,0,home team win
85,1954 FIFA Men's World Cup,1954,group stage,1954-06-19 00:00:00,Brazil,Yugoslavia,1,1,draw
86,1954 FIFA Men's World Cup,1954,group stage,1954-06-19 00:00:00,Austria,Czechoslovakia,5,0,home team win
90,1954 FIFA Men's World Cup,1954,group stage,1954-06-20 00:00:00,Italy,Belgium,4,1,home team win
91,1954 FIFA Men's World Cup,1954,group stage,1954-06-20 00:00:00,England,Switzerland,2,0,home team win
88,1954 FIFA Men's World Cup,1954,group stage,1954-06-20 00:00:00,Hungary,West Germany,8,3,home team win
89,1954 FIFA Men's World Cup,1954,group stage,1954-06-20 00:00:00,Turkey,South Korea,7,0,home team win
92,1954 FIFA Men's World Cup,1954,group stage,1954-06-23 00:00:00,West Germany,Turkey,7,2,home team win
93,1954 FIFA Men's World Cup,1954,group stage,1954-06-23 00:00:00,Switzerland,Italy,4,1,home team win
94,1954 FIFA Men's World Cup,1954,quarter-finals,1954-06-26 00:00:00,Austria,Switzerland,7,5,home team win
95,1954 FIFA Men's World Cup,1954,quarter-finals,1954-06-26 00:00:00,Uruguay,England,4,2,home team win
96,1954 FIFA Men's World Cup,1954,quarter-finals,1954-06-27 00:00:00,Hungary,Brazil,4,2,home team win
97,1954 FIFA Men's World Cup,1954,quarter-finals,1954-06-27 00:00:00,West Germany,Yugoslavia,2,0,home team win
98,1954 FIFA Men's World Cup,1954,semi-finals,1954-06-30 00:00:00,Hungary,Uruguay,4,2,home team win
99,1954 FIFA Men's World Cup,1954,semi-finals,1954-06-30 00:00:00,West Germany,Austria,6,1,home team win
100,1954 FIFA Men's World Cup,1954,third-place match,1954-07-03 00:00:00,Austria,Uruguay,3,1,home team win
101,1954 FIFA Men's World Cup,1954,final,1954-07-04 00:00:00,West Germany,Hungary,3,2,home team win
109,1958 FIFA Men's World Cup,1958,group stage,1958-06-08 00:00:00,Soviet Union,England,2,2,draw
108,1958 FIFA Men's World Cup,1958,group stage,1958-06-08 00:00:00,Brazil,Austria,3,0,home team win
107,1958 FIFA Men's World Cup,1958,group stage,1958-06-08 00:00:00,Hungary,Wales,1,1,draw
106,1958 FIFA Men's World Cup,1958,group stage,1958-06-08 00:00:00,Yugoslavia,Scotland,1,1,draw
105,1958 FIFA Men's World Cup,1958,group stage,1958-06-08 00:00:00,France,Paraguay,7,3,home team win
103,1958 FIFA Men's World Cup,1958,group stage,1958-06-08 00:00:00,Argentina,West Germany,1,3,away team win
102,1958 FIFA Men's World Cup,1958,group stage,1958-06-08 00:00:00,Sweden,Mexico,3,0,home team win
104,1958 FIFA Men's World Cup,1958,group stage,1958-06-08 00:00:00,Northern Ireland,Czechoslovakia,1,0,home team win
110,1958 FIFA Men's World Cup,1958,group stage,1958-06-11 00:00:00,Argentina,Northern Ireland,3,1,home team win
111,1958 FIFA Men's World Cup,1958,group stage,1958-06-11 00:00:00,West Germany,Czechoslovakia,2,2,draw
112,1958 FIFA Men's World Cup,1958,group stage,1958-06-11 00:00:00,Paraguay,Scotland,3,2,home team win
113,1958 FIFA Men's World Cup,1958,group stage,1958-06-11 00:00:00,Yugoslavia,France,3,2,home team win
114,1958 FIFA Men's World Cup,1958,group stage,1958-06-11 00:00:00,Mexico,Wales,1,1,draw
115,1958 FIFA Men's World Cup,1958,group stage,1958-06-11 00:00:00,Brazil,England,0,0,draw
116,1958 FIFA Men's World Cup,1958,group stage,1958-06-11 00:00:00,Soviet Union,Austria,2,0,home team win
117,1958 FIFA Men's World Cup,1958,group stage,1958-06-12 00:00:00,Sweden,Hungary,2,1,home team win
124,1958 FIFA Men's World Cup,1958,group stage,1958-06-15 00:00:00,Brazil,Soviet Union,2,0,home team win
125,1958 FIFA Men's World Cup,1958,group stage,1958-06-15 00:00:00,England,Austria,2,2,draw
122,1958 FIFA Men's World Cup,1958,group stage,1958-06-15 00:00:00,Paraguay,Yugoslavia,3,3,draw
123,1958 FIFA Men's World Cup,1958,group stage,1958-06-15 00:00:00,Hungary,Mexico,4,0,home team win
120,1958 FIFA Men's World Cup,1958,group stage,1958-06-15 00:00:00,West Germany,Northern Ireland,2,2,draw
121,1958 FIFA Men's World Cup,1958,group stage,1958-06-15 00:00:00,France,Scotland,2,1,home team win
119,1958 FIFA Men's World Cup,1958,group stage,1958-06-15 00:00:00,Czechoslovakia,Argentina,6,1,home team win
118,1958 FIFA Men's World Cup,1958,group stage,1958-06-15 00:00:00,Sweden,Wales,0,0,draw
126,1958 FIFA Men's World Cup,1958,group stage,1958-06-17 00:00:00,Northern Ireland,Czechoslovakia,2,1,home team win
127,1958 FIFA Men's World Cup,1958,group stage,1958-06-17 00:00:00,Wales,Hungary,2,1,home team win
128,1958 FIFA Men's World Cup,1958,group stage,1958-06-17 00:00:00,Soviet Union,England,1,0,home team win
129,1958 FIFA Men's World Cup,1958,quarter-finals,1958-06-19 00:00:00,Brazil,Wales,1,0,home team win
130,1958 FIFA Men's World Cup,1958,quarter-finals,1958-06-19 00:00:00,France,Northern Ireland,4,0,home team win
131,1958 FIFA Men's World Cup,1958,quarter-finals,1958-06-19 00:00:00,Sweden,Soviet Union,2,0,home team win
132,1958 FIFA Men's World Cup,1958,quarter-finals,1958-06-19 00:00:00,West Germany,Yugoslavia,1,0,home team win
133,1958 FIFA Men's World Cup,1958,semi-finals,1958-06-24 00:00:00,Brazil,France,5,2,home team win
134,1958 FIFA Men's World Cup,1958,semi-finals,1958-06-24 00:00:00,Sweden,West Germany,3,1,home team win
135,1958 FIFA Men's World Cup,1958,third-place match,1958-06-28 00:00:00,France,West Germany,6,3,home team win
136,1958 FIFA Men's World Cup,1958,final,1958-06-29 00:00:00,Brazil,Sweden,5,2,home team win
137,1962 FIFA Men's World Cup,1962,group stage,1962-05-30 00:00:00,Uruguay,Colombia,2,1,home team win
138,1962 FIFA Men's World Cup,1962,group stage,1962-05-30 00:00:00,Chile,Switzerland,3,1,home team win
139,1962 FIFA Men's World Cup,1962,group stage,1962-05-30 00:00:00,Brazil,Mexico,2,0,home team win
140,1962 FIFA Men's World Cup,1962,group stage,1962-05-30 00:00:00,Argentina,Bulgaria,1,0,home team win
141,1962 FIFA Men's World Cup,1962,group stage,1962-05-31 00:00:00,Soviet Union,Yugoslavia,2,0,home team win
142,1962 FIFA Men's World Cup,1962,group stage,1962-05-31 00:00:00,West Germany,Italy,0,0,draw
143,1962 FIFA Men's World Cup,1962,group stage,1962-05-31 00:00:00,Czechoslovakia,Spain,1,0,home team win
144,1962 FIFA Men's World Cup,1962,group stage,1962-05-31 00:00:00,Hungary,England,2,1,home team win
145,1962 FIFA Men's World Cup,1962,group stage,1962-06-02 00:00:00,Yugoslavia,Uruguay,3,1,home team win
146,1962 FIFA Men's World Cup,1962,group stage,1962-06-02 00:00:00,Chile,Italy,2,0,home team win
147,1962 FIFA Men's World Cup,1962,group stage,1962-06-02 00:00:00,Brazil,Czechoslovakia,0,0,draw
148,1962 FIFA Men's World Cup,1962,group stage,1962-06-02 00:00:00,England,Argentina,3,1,home team win
151,1962 FIFA Men's World Cup,1962,group stage,1962-06-03 00:00:00,Spain,Mexico,1,0,home team win
152,1962 FIFA Men's World Cup,1962,group stage,1962-06-03 00:00:00,Hungary,Bulgaria,6,1,home team win
149,1962 FIFA Men's World Cup,1962,group stage,1962-06-03 00:00:00,Soviet Union,Colombia,4,4,draw
150,1962 FIFA Men's World Cup,1962,group stage,1962-06-03 00:00:00,West Germany,Switzerland,2,1,home team win
153,1962 FIFA Men's World Cup,1962,group stage,1962-06-06 00:00:00,Soviet Union,Uruguay,2,1,home team win
154,1962 FIFA Men's World Cup,1962,group stage,1962-06-06 00:00:00,West Germany,Chile,2,0,home team win
155,1962 FIFA Men's World Cup,1962,group stage,1962-06-06 00:00:00,Brazil,Spain,2,1,home team win
156,1962 FIFA Men's World Cup,1962,group stage,1962-06-06 00:00:00,Hungary,Argentina,0,0,draw
157,1962 FIFA Men's World Cup,1962,group stage,1962-06-07 00:00:00,Yugoslavia,Colombia,5,0,home team win
158,1962 FIFA Men's World Cup,1962,group stage,1962-06-07 00:00:00,Italy,Switzerland,3,0,home team win
159,1962 FIFA Men's World Cup,1962,group stage,1962-06-07 00:00:00,Mexico,Czechoslovakia,3,1,home team win
160,1962 FIFA Men's World Cup,1962,group stage,1962-06-07 00:00:00,England,Bulgaria,0,0,draw
161,1962 FIFA Men's World Cup,1962,quarter-finals,1962-06-10 00:00:00,Brazil,England,3,1,home team win
162,1962 FIFA Men's World Cup,1962,quarter-finals,1962-06-10 00:00:00,Chile,Soviet Union,2,1,home team win
163,1962 FIFA Men's World Cup,1962,quarter-finals,1962-06-10 00:00:00,Czechoslovakia,Hungary,1,0,home team win
164,1962 FIFA Men's World Cup,1962,quarter-finals,1962-06-10 00:00:00,Yugoslavia,West Germany,1,0,home team win
166,1962 FIFA Men's World Cup,1962,semi-finals,1962-06-13 00:00:00,Czechoslovakia,Yugoslavia,3,1,home team win
165,1962 FIFA Men's World Cup,1962,semi-finals,1962-06-13 00:00:00,Brazil,Chile,4,2,home team win
167,1962 FIFA Men's World Cup,1962,third-place match,1962-06-16 00:00:00,Chile,Yugoslavia,1,0,home team win
168,1962 FIFA Men's World Cup,1962,final,1962-06-17 00:00:00,Brazil,Czechoslovakia,3,1,home team win
169,1966 FIFA Men's World Cup,1966,group stage,1966-07-11 00:00:00,England,Uruguay,0,0,draw
170,1966 FIFA Men's World Cup,1966,group stage,1966-07-12 00:00:00,West Germany,Switzerland,5,0,home team win
171,1966 FIFA Men's World Cup,1966,group stage,1966-07-12 00:00:00,Brazil,Bulgaria,2,0,home team win
172,1966 FIFA Men's World Cup,1966,group stage,1966-07-12 00:00:00,Soviet Union,North Korea,3,0,home team win
174,1966 FIFA Men's World Cup,1966,group stage,1966-07-13 00:00:00,Argentina,Spain,2,1,home team win
173,1966 FIFA Men's World Cup,1966,group stage,1966-07-13 00:00:00,France,Mexico,1,1,draw
175,1966 FIFA Men's World Cup,1966,group stage,1966-07-13 00:00:00,Portugal,Hungary,3,1,home team win
176,1966 FIFA Men's World Cup,1966,group stage,1966-07-13 00:00:00,Italy,Chile,2,0,home team win
177,1966 FIFA Men's World Cup,1966,group stage,1966-07-15 00:00:00,Uruguay,France,2,1,home team win
178,1966 FIFA Men's World Cup,1966,group stage,1966-07-15 00:00:00,Spain,Switzerland,2,1,home team win
179,1966 FIFA Men's World Cup,1966,group stage,1966-07-15 00:00:00,Hungary,Brazil,3,1,home team win
180,1966 FIFA Men's World Cup,1966,group stage,1966-07-15 00:00:00,Chile,North Korea,1,1,draw
184,1966 FIFA Men's World Cup,1966,group stage,1966-07-16 00:00:00,England,Mexico,2,0,home team win
183,1966 FIFA Men's World Cup,1966,group stage,1966-07-16 00:00:00,Soviet Union,Italy,1,0,home team win
181,1966 FIFA Men's World Cup,1966,group stage,1966-07-16 00:00:00,Argentina,West Germany,0,0,draw
182,1966 FIFA Men's World Cup,1966,group stage,1966-07-16 00:00:00,Portugal,Bulgaria,3,0,home team win
185,1966 FIFA Men's World Cup,1966,group stage,1966-07-19 00:00:00,Mexico,Uruguay,0,0,draw
186,1966 FIFA Men's World Cup,1966,group stage,1966-07-19 00:00:00,Argentina,Switzerland,2,0,home team win
187,1966 FIFA Men's World Cup,1966,group stage,1966-07-19 00:00:00,Portugal,Brazil,3,1,home team win
188,1966 FIFA Men's World Cup,1966,group stage,1966-07-19 00:00:00,North Korea,Italy,1,0,home team win
189,1966 FIFA Men's World Cup,1966,group stage,1966-07-20 00:00:00,England,France,2,0,home team win
190,1966 FIFA Men's World Cup,1966,group stage,1966-07-20 00:00:00,West Germany,Spain,2,1,home team win
191,1966 FIFA Men's World Cup,1966,group stage,1966-07-20 00:00:00,Hungary,Bulgaria,3,1,home team win
192,1966 FIFA Men's World Cup,1966,group stage,1966-07-20 00:00:00,Soviet Union,Chile,2,1,home team win
196,1966 FIFA Men's World Cup,1966,quarter-finals,1966-07-23 00:00:00,West Germany,Uruguay,4,0,home team win
193,1966 FIFA Men's World Cup,1966,quarter-finals,1966-07-23 00:00:00,England,Argentina,1,0,home team win
194,1966 FIFA Men's World Cup,1966,quarter-finals,1966-07-23 00:00:00,Portugal,North Korea,5,3,home team win
195,1966 FIFA Men's World Cup,1966,quarter-finals,1966-07-23 00:00:00,Soviet Union,Hungary,2,1,home team win
197,1966 FIFA Men's World Cup,1966,semi-finals,1966-07-25 00:00:00,West Germany,Soviet Union,2,1,home team win
198,1966 FIFA Men's World Cup,1966,semi-finals,1966-07-26 00:00:00,England,Portugal,2,1,home team win
199,1966 FIFA Men's World Cup,1966,third-place match,1966-07-28 00:00:00,Portugal,Soviet Union,2,1,home team win
200,1966 FIFA Men's World Cup,1966,final,1966-07-30 00:00:00,England,West Germany,4,2,home team win
201,1970 FIFA Men's World Cup,1970,group stage,1970-05-31 00:00:00,Mexico,Soviet Union,0,0,draw
202,1970 FIFA Men's World Cup,1970,group stage,1970-06-02 00:00:00,Uruguay,Israel,2,0,home team win
203,1970 FIFA Men's World Cup,1970,group stage,1970-06-02 00:00:00,England,Romania,1,0,home team win
204,1970 FIFA Men's World Cup,1970,group stage,1970-06-02 00:00:00,Peru,Bulgaria,3,2,home team win
205,1970 FIFA Men's World Cup,1970,group stage,1970-06-03 00:00:00,Belgium,El Salvador,3,0,home team win
206,1970 FIFA Men's World Cup,1970,group stage,1970-06-03 00:00:00,Italy,Sweden,1,0,home team win
207,1970 FIFA Men's World Cup,1970,group stage,1970-06-03 00:00:00,Brazil,Czechoslovakia,4,1,home team win
208,1970 FIFA Men's World Cup,1970,group stage,1970-06-03 00:00:00,West Germany,Morocco,2,1,home team win
212,1970 FIFA Men's World Cup,1970,group stage,1970-06-06 00:00:00,Peru,Morocco,3,0,home team win
211,1970 FIFA Men's World Cup,1970,group stage,1970-06-06 00:00:00,Romania,Czechoslovakia,2,1,home team win
210,1970 FIFA Men's World Cup,1970,group stage,1970-06-06 00:00:00,Uruguay,Italy,0,0,draw
209,1970 FIFA Men's World Cup,1970,group stage,1970-06-06 00:00:00,Soviet Union,Belgium,4,1,home team win
213,1970 FIFA Men's World Cup,1970,group stage,1970-06-07 00:00:00,Mexico,El Salvador,4,0,home team win
214,1970 FIFA Men's World Cup,1970,group stage,1970-06-07 00:00:00,Sweden,Israel,1,1,draw
215,1970 FIFA Men's World Cup,1970,group stage,1970-06-07 00:00:00,Brazil,England,1,0,home team win
216,1970 FIFA Men's World Cup,1970,group stage,1970-06-07 00:00:00,West Germany,Bulgaria,5,2,home team win
217,1970 FIFA Men's World Cup,1970,group stage,1970-06-10 00:00:00,Soviet Union,El Salvador,2,0,home team win
218,1970 FIFA Men's World Cup,1970,group stage,1970-06-10 00:00:00,Sweden,Uruguay,1,0,home team win
219,1970 FIFA Men's World Cup,1970,group stage,1970-06-10 00:00:00,Brazil,Romania,3,2,home team win
220,1970 FIFA Men's World Cup,1970,group stage,1970-06-10 00:00:00,West Germany,Peru,3,1,home team win
223,1970 FIFA Men's World Cup,1970,group stage,1970-06-11 00:00:00,England,Czechoslovakia,1,0,home team win
224,1970 FIFA Men's World Cup,1970,group stage,1970-06-11 00:00:00,Bulgaria,Morocco,1,1,draw
221,1970 FIFA Men's World Cup,1970,group stage,1970-06-11 00:00:00,Mexico,Belgium,1,0,home team win
222,1970 FIFA Men's World Cup,1970,group stage,1970-06-11 00:00:00,Italy,Israel,0,0,draw
225,1970 FIFA Men's World Cup,1970,quarter-finals,1970-06-14 00:00:00,Brazil,Peru,4,2,home team win
226,1970 FIFA Men's World Cup,1970,quarter-finals,1970-06-14 00:00:00,Italy,Mexico,4,1,home team win
227,1970 FIFA Men's World Cup,1970,quarter-finals,1970-06-14 00:00:00,Soviet Union,Uruguay,0,1,away team win
228,1970 FIFA Men's World Cup,1970,quarter-finals,1970-06-14 00:00:00,West Germany,England,3,2,home team win
229,1970 FIFA Men's World Cup,1970,semi-finals,1970-06-17 00:00:00,Brazil,Uruguay,3,1,home team win
230,1970 FIFA Men's World Cup,1970,semi-finals,1970-06-17 00:00:00,Italy,West Germany,4,3,home team win
231,1970 FIFA Men's World Cup,1970,third-place match,1970-06-20 00:00:00,West Germany,Uruguay,1,0,home team win
232,1970 FIFA Men's World Cup,1970,final,1970-06-21 00:00:00,Brazil,Italy,4,1,home team win
233,1974 FIFA Men's World Cup,1974,group stage,1974-06-13 00:00:00,Brazil,Yugoslavia,0,0,draw
236,1974 FIFA Men's World Cup,1974,group stage,1974-06-14 00:00:00,Zaire,Scotland,0,2,away team win
234,1974 FIFA Men's World Cup,1974,group stage,1974-06-14 00:00:00,West Germany,Chile,1,0,home team win
235,1974 FIFA Men's World Cup,1974,group stage,1974-06-14 00:00:00,East Germany,Australia,2,0,home team win
239,1974 FIFA Men's World Cup,1974,group stage,1974-06-15 00:00:00,Italy,Haiti,3,1,home team win
240,1974 FIFA Men's World Cup,1974,group stage,1974-06-15 00:00:00,Poland,Argentina,3,2,home team win
237,1974 FIFA Men's World Cup,1974,group stage,1974-06-15 00:00:00,Sweden,Bulgaria,0,0,draw
238,1974 FIFA Men's World Cup,1974,group stage,1974-06-15 00:00:00,Uruguay,Netherlands,0,2,away team win
244,1974 FIFA Men's World Cup,1974,group stage,1974-06-18 00:00:00,Yugoslavia,Zaire,9,0,home team win
243,1974 FIFA Men's World Cup,1974,group stage,1974-06-18 00:00:00,Scotland,Brazil,0,0,draw
242,1974 FIFA Men's World Cup,1974,group stage,1974-06-18 00:00:00,Chile,East Germany,1,1,draw
241,1974 FIFA Men's World Cup,1974,group stage,1974-06-18 00:00:00,Australia,West Germany,0,3,away team win
245,1974 FIFA Men's World Cup,1974,group stage,1974-06-19 00:00:00,Bulgaria,Uruguay,1,1,draw
246,1974 FIFA Men's World Cup,1974,group stage,1974-06-19 00:00:00,Netherlands,Sweden,0,0,draw
247,1974 FIFA Men's World Cup,1974,group stage,1974-06-19 00:00:00,Argentina,Italy,1,1,draw
248,1974 FIFA Men's World Cup,1974,group stage,1974-06-19 00:00:00,Haiti,Poland,0,7,away team win
249,1974 FIFA Men's World Cup,1974,group stage,1974-06-22 00:00:00,Australia,Chile,0,0,draw
250,1974 FIFA Men's World Cup,1974,group stage,1974-06-22 00:00:00,Scotland,Yugoslavia,1,1,draw
251,1974 FIFA Men's World Cup,1974,group stage,1974-06-22 00:00:00,Zaire,Brazil,0,3,away team win
252,1974 FIFA Men's World Cup,1974,group stage,1974-06-22 00:00:00,East Germany,West Germany,1,0,home team win
255,1974 FIFA Men's World Cup,1974,group stage,1974-06-23 00:00:00,Argentina,Haiti,4,1,home team win
256,1974 FIFA Men's World Cup,1974,group stage,1974-06-23 00:00:00,Poland,Italy,2,1,home team win
253,1974 FIFA Men's World Cup,1974,group stage,1974-06-23 00:00:00,Bulgaria,Netherlands,1,4,away team win
